company_name,address_lines,person,phone,web
Kilgour & Associates,"['2285C St. Laurent Blvd. Unit 16', 'Ottawa, ON', 'K1G 4Z6']",Bruce Kilgour,613-260-5555,www.kilgourassociates.com
Killam Apartment REIT,"['50 Westmount Road North', 'Waterloo, ON', 'N2L 6N9']",Carrie Curtis,519-224-0202,www.killamreit.com
Kilmer Group,"['40 King Street West', 'Toronto, ON', 'M5H 3Y2']",David Harper,416-635-6100,http://www.kilmergroup.com
Kimball Lumber,"['County Road 23, RR#1', 'Essex, ON', 'N8M 2Y3']",Matt Souchereau,519-776-6404,kimballlumber.com
King West Home,"['2800 14th Avenue', 'Markham, ON', 'L3R 0E4']",Shelley Lang,647-893-9767,http://kingwesthome.com
King's Town Development Corporation,"['1325 John Counter Blvd', 'Kingston, ON', 'K7L 4v6']",Martin Skolnick,613-541-9865,unionparkkingston.ca
Kingdom Development Inc.,"['Suite 100 - 3389 Steeles Avenue Eas', 'Toronto, ON', 'M2H 3S8']",Benson Sun,416-864-8574,N/A
Kingdon Timber Mart,"['1285 Buckhorn Rd', 'Lakefield, ON', 'K0L 2H0']",Don Dyck,705-652-3361,www.kingdontruss.com
KingSett Capital,"['Scotia Plaza', 'Toronto, ON', 'M5H 3Y2']",Claudia Torres,416-687-6719,http://kingsettcapital.com
Kingsgate Construction Ltd.,"['10897 Third Line', 'Milton, ON', 'L9T 2X9']",Matt King,416-458-0577,https://www.KingsgateConstruction.ca
Kingsgate Luxury Homes Inc.,"['133 Northwood Drive', 'North York, ON', 'M2M 2K2']",Afshin Shirdarreh,416-617-3232,http://www.kingsgateluxuryhomes.com
Kingsmen Group Inc.,"['105B Winges Road', 'Woodbridge, ON', 'L4L 6C2']",Lalique Leung,416-445-8552,http://www.thekingsmen.ca
Kingston Frontenac Home Builders Association,"['1575 John Counter Blvd.,', 'Kingston, ON', 'K7M 3L5']",Alex Pacheco,613-547-0986,-
Kingsway Carpets & Blinds Inc.,"['100 The East Mall', 'Toronto, ON', 'M8Z 5X2']",George Partsalidis,(416) 253-0880,http://www.kingswaycarpetsandblinds.com
Kingsway Home Improvements Inc.,"['225 The East Mall', 'Etobicoke, ON', 'M9B 0A9']",Tony Pavicic,647-505-6869,http://www.kingswayhomeimprovements.com
Kingwell Fine Homes,"['699 Speedvale Ave West, Suite 1', 'Guelph, ON', 'N1K 1E6']",Brett Nodwell,519-823-6931,www.kingwellhomes.com
Kingwood Homes Ltd.,"['2345 Stanfireld Road, Suite 204', 'MISSISSAUGA, ON', 'L4Y 3Y3']",Adam Di Tommaso,416-363-3137,www.kingwoodhomes.ca
Kirin Air Systems Inc.,"['616 Rennie Street Unit A', 'Hamilton, ON', 'L8H 3P5']",Onkar Singh,(647) 802-8995,http://kirinair.ca/about-us.html
Kirkor Architects & Planners,"['20 De Boers Drive', 'Toronto, ON', 'M3J 0H1']",Carlos Antunes,416-665-6060,http://www.kirkorarchitects.com
Kitchener Steel Service Centre,"['600 Trillium Drive', 'Kitchener, ON', 'N2R 1E6']",Chris Fiedler,(800) 265-6540,-
Kitchener Steel Service Centre,"['600 Trillium Drive', 'Kitchener, ON', 'N2R 1E6']",Chris Fiedler,519-748-2410,www.kitchenersteel.com
Kitchener Trussler Holdings Inc. ,"['56 The Esplanade Suite 406', 'Toronto, ON', 'M5E 1A7']",Sabrina Kanho,416-309-9200,www.tercot.com
Kitchener Utilities,"['131 Goodrich Dr.', 'Kitchener, ON', 'N2C 2E8']",Michele Kamphuis,519-741-2600,www.kitchenerutilities.ca
Kitchenera Inc.,"['7010 Warden Avenue', 'Markham, ON', 'L3R 5Y3']",Christina Sun,905-475-6511,http://www.kitchenhooddepot.com
Kiya Developments Ltd.,"['41 Petaluma Court', 'Ashburn, ON', 'L0B 1A0']",Lucky Dutt,905-620-0257,www.kiyadevelopments.com
KJ Group Developments Inc.,"['3485 Salem Road', 'Pickering, ON', 'L1X 0J7']",Amad Ahmed,647-909-8045,https://www.KJgroupdevelopments.com
Klemencic Homes Inc.,"['P.O. Box 506', 'Trenton, ON', 'K8V 5R6']",Mark Klemencic,613-392-7839,https://klemencichomes.com/
KLM Planning Partners Inc.,"['64 Jardin Drive', 'Concord, ON', 'L4K 3P3']",Keith MacKinnon,905-669-4055,http://www.klmplanning.com
Kloet Construction Ltd.,"['2141 Main St. North', 'Jarvis, ON', 'N0A 1J0']",John Kloet,519-587-4046,-
Klomp's Landscaping Inc.,"['R.R. #7', 'St. Marys, ON', 'N4X 1C9']",Tony Klomp,519-284-0254,klomps.ca
KNYMH Inc.,"['1006 Skyview Drive Suite 101', 'Burlington, ON', 'L7P 0V1']",Przemyslaw Myszkowski,(905) 639-6595,http://www.knymh.com
Kobenhavn Inc.,"['77 Bloor Street West', 'Toronto, ON', 'M5S 1M2']",Tong Hahn,416-923-1714,http://www.kobenhavn.ca
 Koebra Development Corporation ,"['3460 Peel Street', 'Montreal, QC', 'H3A 2M1']",Gregory Koegl,514-875-1400,https://www.koebra.ca/
Koenig Developments Ltd.,"['11 Pietro Drive', 'Vaughan, ON', 'L6A 3K5']",Schuren Sriskandarajah,416-895-5000,http://www.koenigdevelopments.com
Kohler Canada,"['106-8800 Dufferin Street', 'Vaughan, ON', 'L4K 0C5']",Dave Wilson,519-697-4428,www.kohler.ca
Kohler Canada Co.,"['8800 Dufferin Street Suite 106', 'Vaughan, ON', 'L4K 0C5']",Nick Rinaldi,(647) 627-4721,https://www.kohler.ca/ca/
Kohn Partnership Architects Inc.,"['116 Spadina Avenue', 'Toronto, ON', 'M5V 2K6']",Andrew Muffitt,416-703-6700,http://www.kohnarchitects.com
Kooger Construction,"['3470 Eighth Concession Road', 'Pickering, ON', 'L1Y 0A6']",Arian Kooger,905-243-3899,www.koogerconstruction.com
Kott Inc.,"['14 Anderson Blvd.,', 'Stouffville, ON', 'L4A 7X4']",Ralph Mirigello,905-642-4400,www.kottlumber.ca
KOTT Inc.,"['3228 Moodie Drive', 'Ottawa, ON', 'K2H 7V1']",Dany Wester,613-838-2775,www.kottgroup.com
KOTT Inc.,"['14 Anderson Boulevard', 'Uxbridge, ON', 'L9P 0G5']",Ralph Mirigello,905-642-4400,http://www.kottgroup.com
Kovar Contracting Inc.,"['14 Knoll Terrace', 'Nepean, ON', 'K2J 2K6']",Jason Kovar,613-799-1704,kovarcontracting.com
KPMG,"['21 King Street W. Suite 700', 'Hamilton, ON', 'L8P 4W7']",Paul Ciapanna,(905) 523-2228,https://home.kpmg/ca/en/home.html
Kraco Carpentry Service Ltd.,"['P.O. Box 14', 'Bowmanville, ON', 'L1C 3K8']",Rudy Kraayvanger,905-623-1101,www.kraco.ca
Kraun Electric Inc.,"['#8 - 83 Bigwin Road', 'Hamilton, ON', 'L8W 3R3']",Yvonne Schneider,(289) 860-0990,http://www.kraun.ca
Kraun Electric Inc.,"['#8 - 83 Bigwin Road', 'Hamilton, ON', 'L8W 3R3']",Yvonne Schneider,(289) 860-0990,N/A
Krcmar Surveyors Ltd.,"['1137 Centre Street', 'Thornhill, ON', 'L4J 3M6']",Sasa Krcmar,905-738-0053,http://www.krcmar.ca
Kre8it. Design Studio,"['3170 Harvester Road', 'Burlington, ON', 'L7N 3W8']",,(289) 880-7619,http://www.kre8it.ca
Kreekside Construction Group Inc.,"['29 Cayuga St. N.', 'CAYUGA, ON', 'N0A 1E0']",Kris Riley,289-925-8227,www.kreekside.ca
KV Electric Enterprises Inc.,"['468 Springbank Crescent', 'Burlington, ON', 'L7T 2W9']",Corey Vantol,(905) 929-8166,http://www.kvelectrician.com
Kylemore Homes Ltd.  / Angus Glen Developments,"['9980 Kennedy Road', 'Markham, ON', 'L6C 0M4']",Cailey Stollery,905-887-5799,http://www.kylemorecommunities.com
L.A. Inc.,"['890 Yonge Street', 'Toronto, ON', 'M4W 3P4']",David Klugsberg,416-304-9660,http://www.la-ads.com
L.H. Lind Holdings Inc.,"['15105 Yonge Street', 'Aurora, ON', 'L4G 1M3']",Lenard Lind,905-841-0000,http://www.hallmarklindrealty.com
La Cité - Skilled Trades Institute,"[""8700 North Jeanne-D'Arc Blvd"", 'Ottawa, ON', 'K4A 0S9']",Maxime Robert,613-227-3356,https://www.collegelacite.ca/
Lacuno Art,"['2501 Rutherford Road', 'Concord, ON', 'L4K 2N6']",Anthony Cancelliere,905-553-6050,https://www.LacunoArt.com
Lafarge Canada Inc.,"['275 Saunders Rd.', 'Barrie, ON', 'L4N 9A2']",Pamela Jack & Warren Condon,705-734-0071,-
LaFarge Canada Inc.,"['7051 Wellington Road 124, Box 188', 'Guelph, ON', 'N1H 6J9']",Daryl Walser,519-824-3201,-
Lafarge Concrete,"['525 Victoria Ave. North', 'Hamilton, ON', 'L8L 7V1']",Mike Hartmann,519-443-7391,-
Lafarge North America,"['53 Henry Street', 'Brantford, ON', 'N3R 2A1']",Mike Hartmann,519-429-0808,www.lafargenothamerica.com
Lafarge North America,"['1651 Bearbrook Road', 'Gloucester, ON', 'K1B 1B7']",Joel Potvin,613-830-3060,https://www.lafarge.ca/en
Lafarge North America,"['5222 Montrose Road', 'Niagara Falls, ON', 'L2H 1K5']",Mark Girard,"(905) 356-0203,Ext",-
Laframboise Construction Inc,"['616 Justus Dr.', 'Kingston, ON', 'K7M 4H4']",Mason Laframboise,613-876-8764,www.laframboiseconstruction.ca
Lagois  Design - Build - Renovate,"['5921 Prince of Wales Drive', 'Ottawa, ON', 'K0A 2T0']",Herb Lagois,613-489-2345,www.lagois.com
Lake Scugog Lumber Inc.,"['11 Vanedward Drive', 'Port Perry, ON', 'L9L 1G3']",Ian Griffen Sam McCreight,905-985-7391,www.lakescugoglumber.com
Lakepoint Homes,"['1865 Manning Rd', 'Tecumseh, ON', 'N9K 0B1']",Jeff Sylvestere,519-735-1720,
Lakeshore Designs,"['2968 Lakefield Road', 'Peterborough, ON', 'K9J 6X5']",Angela Jones,(705) 748-3875,N/A
Lakeview Community Partners Limited (Lakeview Village),"['985 Hydro Road', 'Mississauga, ON', 'L5E 0A8']",Brian Sutherland,905-538-9787,https://www.MyLakeviewVillage.com
Lakeview Homes,"['200 Bridgeland Avenue', 'Toronto, ON', 'M6A 1Z4']",Anthony Montemarano,416-785-8172,http://www.lakeviewhomesinc.com
Lakeview Rona,"['P.O. Box 5800', 'North Bay, ON', 'P1B 9N9']",Carly Guido,(705) 472-6700,N/A
Lamb Development Corp.,"['778 King Street West', 'Toronto, ON', 'M5V 1N6']",Brett Lamb,416-368-5262,https://lambdevcorp.com/
Lambton Sanitation,"['1752 Michigan Line', 'Sarnia, ON', 'N7T 7H4']",Clint Schenk,519-542-5338,N/A
Lanark - Leeds Home Builders' Association,"['P.O. Box 544', 'Perth, ON', 'K7H 3K4']",Julie Brady,613-523-5656,-
Lanca Contracting Ltd.,"['5-35 Bury Court', 'BRANTFORD, ON', 'N3S 0A9']",Grant Bethune,519-756-1880,www.lanca.com
Lancaster Homes Inc.,"['9251 Yonge Street', 'Richmond Hill, ON', 'L4C 9T3']",Natalia Da Silva,905-731-6099,http://www.lancasterhomes.ca
Land Ark Construction Ltd,"['11 Ridingview Cres', 'Stittsville, ON', 'K2S 1A4']",Kevin Rankin,613-324-5291,https://watercolourwestport.com/
Landfair Consultants Inc.,"['1245 Landfair Crescent', 'Oakville, ON', 'L6H 2N5']",Maurice Stevens,416-346-8668,N/A
Landric Homes,"['1173 cyrville road, Suite 202', 'Ottawa, ON', 'K1J 7S6']",Tim Moore,819-663-0003,https://landrichomes.com/
Landscape Concepts,"['Box 976', 'Haliburton, ON', 'K0M 1S0']",Chris Miller,705-286-5007,N/A
Landscout Investments Inc,"['32 Howland Cres', 'Brampton, ON', 'L6Y 5K4']",Andrew Eldebs,(647) 906-6581,N/A
Landscout Investments Inc,"['32 Howland Cres', 'Brampton, ON', 'L6Y 5K4']",Andrew Eldebs,(647) 906-6581,http://www.landscoutinvestments.com
LandSmith Engineering & Consulting Ltd.,"['1059 Upper James Street,', 'Hamilton, ON', 'L9C 3A6']",Andrew Smith,(289) 775-9374,http://www.landsmithec.com
Landtek Limited,"['205 Nebo Road Unit 3', 'Hamilton, ON', 'L8W 2E1']",Ralph Di Cienzo,(905) 383-3733,http://www.landtek.ca
Lang Contracting,"['2 Wilson Court', 'St. Marys, ON', 'N4X 0B6']",Gerry Lang,519-273-0499,hlangcontractingcompany.com
Langford Lumber & Builders' Supplies Limited Home Building Centre,"['6255 William Street', 'Lucan, ON', 'N0M 2J0']",ron Kennes,519-227-4416,www.homehardware.ca
Langlois EcoHomes Ltd. ,"['883705 Road 88', 'Embro, ON', 'N0J 1J0']",Nicole Langlois,519-998-9724,langloisecohomesltd.com
Lanterra Construction Management Limited,"['2811 Dufferin Street', 'Toronto, ON', 'M6B 3R9']",Lana Dennis,416-635-7424,http://www.lanterradevelopments.com
Larco Corporation,"['P.O. Box 36039', 'Ottawa, ON', 'K1Y 4V3']",Andrew Levitan,613-225-0040,www.larcohomes.com
Larendale Group Inc.,"['5255 Yonge Street', 'Toronto, ON', 'M2N 6P4']",David Laren,416-222-6716,http://www.larendale.com
Larry Otten Contracting Inc.,"['103 Fairfield Drive', 'Stratford, ON', 'N5A 0A7']",Larry Otten,519-272-1340,larryottencontracting.com
Larry Otten Contracting Inc.,"['103 Fairfield Drive', 'Stratford, ON', 'N5A 0A7']",Larry Otten,519-276-1454,www.larryottencontracting.com
Lash Group of Companies,"['10 Kodiak Crescent', 'Toronto, ON', 'M3J 3G5']",Howard Rudolph,416-630-9393,http://www.lashgroup.ca
Laurel Oak Publishing,"['70 Plains Road West', 'Burlington, ON', 'L7T 0B6']",Sheryl Humphreys,905-333-9432,http://www.laureloak.ca
Laurelcrest Homes,"['91 Caldari Road', 'Concord, ON', 'L4K 3Z9']",Nick Gougoulias,905-893-9997,N/A
Laurelcrest Homes,"['91 Caldari Road Unit 1', 'Concord, ON', 'L4K 3Z9']",Robert Iadipaolo,905-893-9997,laurelcresthomes.com
Laurier Homes Limited,"['150 Connie Crescent', 'Concord, ON', 'L4K 1L9']",Steven Silverberg,905-738-2009,http://www.laurierhomes.com
Laurysen Kitchens Ltd,"['2415 Carp Road', 'Stittsville, ON', 'K2S 1B3']",Harley Wallin,613-836-5353,www.laurysenkitchens.com
Lebovic Enterprises Limited,"['2nd Floor, 14012 Leslie Street', 'Aurora, ON', 'L4G 7C2']",Jason Cherniak,905-727-7311,http://www.lebovichomes.com
Leed Construction Ltd.,"['547 West Park Avenue', 'Bradford, ON', 'L3Z 0M8']",Daniel Syrus,833-866-5333,http://www.leedconstructionltd.ca
Legacy Developers Group Inc.,"['3075 Blacktusk Common', 'Oakville, ON', 'L6H 0R6']",Klodi Xhemalaj,289-339-9938,https://www.LegacyDevelopers.ca
Legacy Homes of London (2021),"['740 Hyde Park Road', 'London, ON', 'N6H 5E1']",Mike Goncalves,519-701-9550,http://www.legacyhomesoflondon.com
Lehigh Hanson Heidelberg Group,"['1182 Alps Rd', 'Cambridge, ON', 'N1R 5S5']",Jerome Pronesti,(519) 623-1241,https://www.lehighhanson.com/
Lennard Commercial Realty,"['55 University Avenue', 'Toronto, ON', 'M5J 2H7']",Holly Malyk Biggs,416-649-5920,http://www.lennard.com
Lennox Industries,"['1 Marsh Crescent', 'Guelph, ON', 'N1L 1M9']",Todd Claerbout,519-830-6548,www.lennox.com
Lennox Industries (Canada) Ltd,"['1175 Parisien Street', 'Gloucester, ON', 'K1B 4W4']",Kyle Chamberlin,613-220-3888,www.lennox.com
Lennox Industries (Canada) Ltd.,"['1 Spar Drive', 'Brampton, ON', 'L6S 6E1']",Bob Smith,416-725-0106,www.lennox.com
Lennox Industries (Canada) Ltd.,"['1 Spar Drive', 'Brampton, ON', 'L6S 6E1']",Bob Smith,(416) 725-0106,http://www.davelennox.com
Lennox Industries (Canada) Ltd.,"['1 Spar Drive', 'Brampton, ON', 'L6S 6E1']",Bob Smith,905-799-2100,http://www.davelennox.com
Lennox Industries Canada Ltd.,"['1177 Parisien St.', 'Glouchester, ON', 'K1B 4W4']",Paul Davidson,613-745-1527,https://www.lennox.com/locate?msclkid=03a1aa865d531f12aa7bcaaa05eb39e8&utm_source=bing&utm_medium=cpc&utm_campaign=LNX-BSE-ROC-ENG-BR-Core-Brand-Exact&utm_term=lennox%20industries&utm_content=Core
Leonardi General Contractors Inc.,"['1113 Hawthorne Court', 'Mississauga, ON', 'L5C 4H6']",David Leonardi,905-277-9085,http://www.leonardiconstruction.com
Lepine Apartments,"['206 - 555 Legget Drive', 'Kanata, ON', 'K2K 2X3']",Francis Lepine,613-591-9090,www.lepineapartments.com
Leprevo Design-Build,"['1040 Martin Grove Road', 'Etobicoke, ON', 'M9W 4W4']",David Leprevost,647-893-3283,http://www.leprevo.ca
Lerners LLP,"['80 Dufferin Avenue,', 'London, ON', 'N6A 1K4']",Michelle Raithby,519-640-6369,lerners.ca
Lerners LLP,"['88 Dufferin Ave.', 'London, ON', 'N6A 1K4']",Andrew Hentz,519-640-6365,www.lerners.ca
Leschuk Developments,"['340 Henry St., Unit # 1', 'BRANTFORD, ON', 'N3S 7V9']",Mike Leschuk,519-757-0310,www.leschukdevelopments.ca
Lesya Dyk O.T. Services Inc.,"['240 James Street South, 1st Floor', 'Hamilton, ON', 'L8P 3B3']",Lesya Dyk,(905) 481-1122,https://www.ldot.ca/
Let It Rain Ltd.,"['5456 Tomken Road', 'Mississauga, ON', 'L4W 2Z5']",Bruno Levesque,905-795-0212,http://www.letitrain.ca
Level UP Consult - Design - Build,"['5127 Farmers Way', 'Carlsbad Springs, ON', 'K0A 1K0']",Trent Doherty,613-561-6199,http://LevelUPmyhome.ca
Lewitt Construction Inc.,"['114 Abbeywood Trail', 'Toronto, ON', 'M3B 3B5']",Edward O'Flanagan,416-383-1221,http://www.lewittconstruction.com
LFX Supply Centre,"['1894 Manning Road', 'Tecumseh, ON', 'N8N 2L9']",Steph Godin,519-739-1454,lfxsupplycentre.com
Liberty Development Corporation,"['3601 Highway 7 East', 'Markham, ON', 'L3R 0M3']",Fred Darvish,905-731-8687,http://www.libertydevelopment.ca
Libro Credit Union,"['1073 Talbot Street', 'St. Thomas, ON', 'N5P 1G4']",Jeremy Tanner,(519) 631-6195,N/A
Libro Credit Union,"['1867 Dundas Street E.', 'London, ON', 'N5W 3G1']",Sam Bayley,519-451-2200,www.libro.ca
Libro Credit Union,"['391 Huron Street', 'Stratford, ON', 'N5A 5T6']",Ashley Smith,519-271-4883,www.libro.ca
Libro Credit Union,"['100-1170 Fisher Hallman Rd.', 'Kitchener, ON', 'N2E 3Z3']",Cameron Hauck,519-725-6060,www.libro.ca
Libro Credit Union,"['15 King St. East', 'Hagersville, ON', 'N0A 1H0']",Kimberley Fleming,519-257-9594,www.libro.ca
Licata Law Professional Corporation,"['900-45 Sheppard Avenue East', 'North York, ON', 'M2N 5W9']",Caterina Licata,(647) 348-8330,https://licatalawoffice.com/
Lifebreath Indoor Air Systems,"['511 McCormick Blvd.', 'London, ON', 'N5W 4C8']",Chantal Poirier,613-327-2935,www.lifebreath.com
Lifecycle Wealth,"['500 Queens Quay West', 'Toronto, ON', 'M5V 3K8']",Laura Fitzsimons,416-792-2333,https://www.LifecycleWealth.com
Lifestyles By Barons Inc.,"['60 North Ridge Crescent', 'Halton Hills, ON', 'L7G 6E6']",Rick Inacio,905-872-4777,http://www.lifestylesbybarons.com
Lifetime Developments,"['49 Jackes Avenue', 'Toronto, ON', 'M4T 1E2']",Brian Brown,416-987-3344,http://www.lifetimedevelopments.com
Light Switch Creative,"['200-250 City Center Avenue', 'Ottawa, ON', 'K1R 6K7']",Roger Biddle,613-851-7457,https://www.lightswitchcreative.ca/
Lindvest Properties Limited,"['3625 Dufferin Street', 'Toronto, ON', 'M3K 1Z2']",Anthony Martelli,416-635-8522,http://www.lindvest.com
Linebox Studio Inc.,"['126 York Street', 'Ottawa, ON', 'K1N 5T5']",Melissa Reeves,613-216-2609,www.linebox.ca
Linwood Construction,"['265 Iron Town Lane', 'Marmora, ON', 'K0K 2M0']",Dean Mawer,613-689-1255,N/A
Linwood Custom Homes Ltd.,"['2090 Nathaway Drive', ""Young's Point, ON"", 'K0L 3G0']",Craig McFarlane,705-652-7000,www.linwoodhomes.com
Linwood Homes,"['2090 Nathaway Drive', ""Young's Point, ON"", 'K0L 3G0']",Craig McFarlane,1-800-361-3241,www.linwoodhomes.com
LIV Communities,"['1005 Skyview Drive Suite 301', 'Burlington, ON', 'L7P 5B1']",,(289) 245-1300,http://www.livhere.ca
LIV Communities,"['1005 Skyview Drive', 'BURLINGTON, ON', 'L7P 5B1']",Ryan Oosterhoff,289-981-9056,N/A
Livabl (Zonda Home Canada),"['425 University Avenue', 'Toronto, ON', 'M5G 1T6']",Matthew Slutsky,416-944-2899,https://www.BuzzBuzzHome.com
Livante Developments,"['60 Granton Drive', 'Richmond Hill, ON', 'L4B 2N6']",Stephanie Ricci,905-475-8888,N/A
Live Electric,"['100 Raglin Rd.', 'Cambridge, ON', 'N1T 1Z5']",Nick Mammoliti,226-887-2630,www.live-electric.ca
Living Green Homes Inc,"['2257 Lawrence Avenue West', 'Toronto, ON', 'M9P 2A4']",Shannon Mishimagi,416-474-6580,https://www.LivingGreenHomes.org
LJM Developments,"['1860 Appleby Line, Unit 28', 'Burlington, ON', 'L7L 0B7']",Shaheryar Mian,(289) 245-1900,http://www.ljm.ca
LJM Developments,"['28-1860 Appleby Line', 'Burlington, ON', 'L7L 0B7']",Liaquat Mian,647-588-4165,ljm.ca
Lockwood Brothers Construction,"['2010 Totem Ranch Road East', 'Oxford Station, ON', 'K0G 1T0']",Corey Lockwood,613-258-4225,lbchomes.com
Logs End Flooring,"['66 Iber Road', 'Stittsville, ON', 'K2S 1E8']",Rob Black,613-831-9333,www.logsend.com
London Audio,"['1690 Richmond Street', 'London, ON', 'N6G 2W2']",BJ Borschke,519-673-1780,www.londonaudio.com
London Development Institute,"['562 Wellingston St. Suite 203', 'London, ON', 'N6A 3R5']",Mike Wallace,519-854-1455,www.londondev.ca
London Free Press (The),"['P.O. Box 2280', 'London, ON', 'N6A 4G1']",Cathy Newnham,(519) 667-4654,www.lfpress.com
London Glass & Mirror Company Ltd.,"['679 York Street', 'London, ON', 'N5W 2S6']",Michelle Vacheresse,519-432-8323,www.londonglassandmirror.com
London Home Builders' Association,"['571 Wharncliffe Road S. #5', 'London, ON', 'N6J 2N6']",Lois Langdon,(519) 686-0343,-
London Hydro Inc.,"['111Horton Street', 'London, ON', 'N6A 4H6']",Hans Schreff,519-661-5800,www.londonhydro.com
London Kitchen Studio Corp.,"['2-1510 Woodcock St.', 'London, ON', 'N6H 5S1']",Steve Hillman,226-721-8338,www.avakitchens.com
London Major Appliance Service Ltd.,"['185 Hamilton Road', 'London, ON', 'N6B 1N4']",Jim Brandon,519-432-1862,www.londonmajorappliances.com
London Stair & Railing Co. Ltd.,"['547 Clarke Road', 'London, ON', 'N5V 2E1']",Jamie DaSilva,519-455-0704,www.londonstair.com
Longo Development Corporation,"['3657 Lake Shore Blvd. West', 'Toronto, ON', 'M8W 1P7']",Dean Longo,416-249-8181,http://www.longocorp.com
Longwood Building Corporation,"['5-1010 Polytek Street', 'Gloucester, ON', 'K1J 9H8']",Richard Lalonde,613-746-1300,www.longwoodbuilders.com
Loopstra Nixon LLP,"[""135 Queen's Plate Drive"", 'Toronto, ON', 'M9W 6V7']",Quinto Annibale,416-746-4710,http://www.loopstranixon.com
Lopes Construction Group,"['5940 Young Street,', 'Smithville, ON', 'L0R 2A0']",,(289) 556-6949,https://lopesconstgroup.ca/
Lormel Homes Ltd.,"['331 Cityview Boulevard', 'Vaughan, ON', 'L4H 3M3']",Elvio De Meneghi,905-832-2023,http://www.lormelhomes.com
Losani Homes,"['430 McNeilly Rd', 'Stoney Creek, ON', 'L8E 5E3']",Fred Losani,(905) 561-1700,-
Losani Homes (1988) Ltd.,"['430 McNeilly Road', 'Stoney Creek, ON', 'L8E 5E3']",William Liske,905-561-1700,www.losanihomes.com
Losani Homes Ltd.,"['430 McNeilly Road', 'Stoney Creek, ON', 'L8E 5E3']",,(905) 561-1700,http://www.losanihomes.com
Loucon Metal Limited,"['37 Grenfell Crescent', 'Nepean, ON', 'K2G 0G3']",Mario Charette,613-226-1102,www.louconmetal.com
Loyalist College,"['376 Wallbridge Loyalist Road', 'Belleville, ON', 'K8N 5B9']",Tom Falcao,613-969-1913,https://www.loyalistcollege.com/-
LP Building Products,"['P.O Box 31153', 'Guelph, ON', 'N1H 8K1']",Ray Kitzman,519 780 2842,WWW.LPCORP.COM
LP Building Products,"['PO Box 29008', 'Cambridge, ON', 'N3C 0E6']",David Lomas,519-496-2313,www.lpcorp.com
LRL Associates Ltd.,"['5430 Canotek Road', 'Ottawa, ON', 'K1J 9G2']",Christian Robichaud,613-842-3434,https://www.lrl.ca/
LSTAR,"['342 Commissioners Road West', 'London, ON', 'N6J 1Y3']",Bill Madder,548-788-5100,www.lstar.ca
LSTAR,"['342 Commissioners Road West', 'London, ON', 'N6J 1Y3']",,519-641-1400,N/A
Lucchetta Homes,"['402 Rice Road', 'Welland, ON', 'L3C 2V8']",Rob Lucchetta,(905) 732-2658,www.lucchettahomes.com
Luminous Homes Inc.,"['6 Merlin Drive', 'Brampton, ON', 'L6P 1E7']",Raminder Nanda,647-669-6471,N/A
Lumon Canada Inc.,"['430 McNeilly Rd, Unit 103', 'Stoney Creek, ON', 'L8E 5E3']",Henry Nieuwenhuis,(905) 643-3050,https://lumon.com/ca-en?gclid=CjwKCAiAgqDxBRBTEiwA59eEN3xhlxVEpv_YHFW16bkAFUwMaeTpx8zEalCdGd_rso1lmYJ6WRgJmRoCL5MQAvD_BwE
Lumon Canada Inc. (Lumon North America Inc.),"['600 Zenway Boulevard', 'Woodbridge, ON', 'L4H 3M9']",Pauli Karbach,877-707-7427,http://www.lumon.com
Lux Homes Design & Build Inc.,"['1593 Adelaide St', 'London, ON', 'N5X 4P9']",Rafael Oslizlo,519-281-4778,www.legacyhomes.ca
Luxor Homes Corporation,"['128-130 Millwick Drive', 'Toronto, ON', 'M9L 1Y6']",Joseph Pinto,416-747-8746,http://www.luxorhomes.ca
LVH Building Group Ltd,"['4985 Hwy 34', 'Vankleek Hill, ON', 'K0B 1K0']",Urbano Fumagalli,613-677-3633,https://lvhgroup.ca/en/
Lynphyl Homes Limited,"['105 Main St. East, Suite 1002', 'Hamilton, ON', 'L8N 1G6']",Philip Okpala,(905) 304-3222,http://www.lynphyl.com
M & U Masonry Company Ltd,"['1019 Maitland Avenue', 'Ottawa, ON', 'K2C 2B7']",Mario Micucci,613-224-0100,-
M Berman Homes,"['356 Herkimer St', 'Hamilton, ON', 'L8P 2J1']",Mark Berman,(905) 741-5600,http://www.mbermanhomes.com/
 M William Construction Inc. ,"['B200-1376 Bank Street', 'Ottawa, ON', 'K1H 7Y3']",Manuel Jacques,613-277-0028,http://www.mwilliamconstruction.com/
M.J. Davenport & Associates Ltd.,"['PO Box 2452', 'Peterborough, ON', 'K9J 7Y8']",Murray & Michael Davenport,(705) 745-6676,-
M5V Developments Inc,"['6055 McLeod Road', 'Niagara Falls, ON', 'L2G 3E6']",Sherard McQueen,416-986-5800,m5vinc.com
MaBo Westside Construction Ltd,"['137 Chantler Road, R.R. #5', 'Welland, ON', 'L3B 5N8']",Jeff Obdeyn,(905) 732-3003,www.mabowestsideconstruction.ca
Macaulay Shiomi Howson Ltd.,"['600 Annette Street', 'Toronto, ON', 'M6S 2C4']",Nick Pileggi,416-487-4101,http://www.mshplan.ca
MacDougall Masonry Inc,"['3942 Sheppards Close', 'Kemptville, ON', 'K0G 1J0']",MIke MacDougall,613-898-0064,http://www.macdougallmasonryinc.ca
